Name,Pronunciation,Nickname(s),Position,Shoots,Height,Weight,Team,Birthdate,Age,Birthplace,Draft Details,NBA Debut,Experience,Instagram
Victor Wembanyama,wem-ben-YAH-muh,"Wemby, The Extraterrestrial, Vic",Center and Power Forward,Right,7-3,209lb (94kg),San Antonio Spurs,"January 4, 2004",21-007d,"Le Chesnay, France","San Antonio Spurs, 1st round (1st pick, 1st overall), 2023 NBA Draft","October 25, 2023",1 year,wemby
